Name,Date,Symbol,Open,High,Low,Close,Volume SOL
Solana,26/07/2022,SOL,36.66,36.84,34.67,36.25,4496178.57
Solana,27/07/2022,SOL,36.26,40.55,35.68,40.23,5860676.17
Solana,28/07/2022,SOL,40.23,44.15,39.03,42.91,6754342.15
Solana,29/07/2022,SOL,42.92,44.42,41.13,41.91,4949319.15
Solana,30/07/2022,SOL,41.92,46.65,41.41,43.84,5388479.3
Solana,31/07/2022,SOL,43.84,45.21,42.22,42.35,3287571.37
Solana,01/08/2022,SOL,42.34,43.26,40.57,41.65,3302835.44
Solana,02/08/2022,SOL,41.65,42.45,39.5,39.79,3598240.96
Solana,03/08/2022,SOL,39.78,40.99,37.43,38.54,8391441.54
Solana,04/08/2022,SOL,38.54,39.85,37.96,38.83,4151096.9
