Name,Date,Symbol,Open,High,Low,Close,Volume LINK
Chainlink,26/11/2020,LINK,14.218,14.4743,11.2939,12.603,24596535.81
Chainlink,27/11/2020,LINK,12.6036,12.953,11.9454,12.4989,9129104.44
Chainlink,28/11/2020,LINK,12.5038,13.43,12.3489,13.0853,7286264.48
Chainlink,29/11/2020,LINK,13.0848,13.4765,12.8408,13.38,6551088.54
Chainlink,30/11/2020,LINK,13.3855,14.437,13.3855,14.2677,10302701.22
Chainlink,01/12/2020,LINK,14.2626,14.8328,13.0456,13.3461,11186350.89
Chainlink,02/12/2020,LINK,13.3544,14.1482,13.05,13.9799,6173228.08
Chainlink,03/12/2020,LINK,13.9785,14.22,13.6446,13.9749,4275317.88
Chainlink,04/12/2020,LINK,13.9749,14.0332,12.5101,12.68,5795163.01
Chainlink,05/12/2020,LINK,12.68,13.3478,12.5265,13.1748,3447469.25
Chainlink,06/12/2020,LINK,13.1743,13.5282,12.7671,13.5057,3871281.59
Chainlink,07/12/2020,LINK,13.509,13.5536,12.8671,13.0704,3224398.04
Chainlink,08/12/2020,LINK,13.0737,13.1929,12,12.1356,5176177.45
Chainlink,09/12/2020,LINK,12.128,12.829,11.5726,12.6212,6780799.24
Chainlink,10/12/2020,LINK,12.62,12.673,11.8549,11.9172,3569558.42
Chainlink,11/12/2020,LINK,11.9172,11.9899,11.43,11.6335,5013258.55
Chainlink,12/12/2020,LINK,11.6393,12.3529,11.601,12.2259,4394492.22
Chainlink,13/12/2020,LINK,12.228,13.2697,12.021,12.9392,6036848.97
Chainlink,14/12/2020,LINK,12.9389,12.98,12.3238,12.8502,4529267.12
Chainlink,15/12/2020,LINK,12.8513,13.022,12.4659,12.6818,3202210.62
Chainlink,16/12/2020,LINK,12.6786,13.5,12.3119,13.4852,6700261.8
Chainlink,17/12/2020,LINK,13.484,14.5038,13.0575,13.444,11585591.26
Chainlink,18/12/2020,LINK,13.444,14.0235,13.1725,13.5001,5520717.04
Chainlink,19/12/2020,LINK,13.5,13.9697,13.2981,13.4747,4606603.33
Chainlink,20/12/2020,LINK,13.4748,13.8,12.6752,13.0604,5227497.02
Chainlink,21/12/2020,LINK,13.0603,13.27,12.1354,12.3049,5719339.88
Chainlink,22/12/2020,LINK,12.3028,12.84,11.8117,12.7842,6175240.24
Chainlink,23/12/2020,LINK,12.7811,12.8634,8.05,10.9736,15255910.26
Chainlink,24/12/2020,LINK,10.973,11.6877,9.8564,11.5724,14771438.4
Chainlink,25/12/2020,LINK,11.5705,11.9234,11.0601,11.5543,7386434.11
Chainlink,26/12/2020,LINK,11.564,11.8151,10.6238,10.9809,9097514.52
Chainlink,27/12/2020,LINK,10.984,13.2448,10.4763,12.1541,18965140.77
Chainlink,28/12/2020,LINK,12.1542,12.9781,11.971,12.6081,11288955.85
Chainlink,29/12/2020,LINK,12.608,13.0351,10.8161,11.7786,12895731.37
Chainlink,30/12/2020,LINK,11.7786,11.99,11.0671,11.2435,7720859.08
Chainlink,31/12/2020,LINK,11.2437,11.753,10.9039,11.2364,6640134.19
Chainlink,01/01/2021,LINK,11.2364,12.46,11.0638,11.8477,8296826.17
Chainlink,02/01/2021,LINK,11.8453,12.4188,11.4303,12.2215,9618221.31
Chainlink,03/01/2021,LINK,12.2206,13.9999,11.8355,13.6814,15938080.42
Chainlink,04/01/2021,LINK,13.6815,15.644,12.3713,13.5935,23288863.81
Chainlink,05/01/2021,LINK,13.5962,14.89,13.0928,14.5162,14842337.83
Chainlink,06/01/2021,LINK,14.5141,17.2997,14.1427,17.2322,21381167.21
Chainlink,07/01/2021,LINK,17.2342,17.41,15.0657,15.9628,16881688.42
Chainlink,08/01/2021,LINK,15.9659,16.1917,14.12,15.2381,14986392.75
Chainlink,09/01/2021,LINK,15.2395,17.8888,15.0029,17.5501,12818964.22
Chainlink,10/01/2021,LINK,17.5501,18.4386,15.4418,16.206,16496553.31
Chainlink,11/01/2021,LINK,16.1998,16.2596,12.5,14.6393,21926235.45
Chainlink,12/01/2021,LINK,14.6312,15.476,13.6701,13.9655,11921544.49
Chainlink,13/01/2021,LINK,13.9609,16.2356,13.3701,15.9356,11467831.41
Chainlink,14/01/2021,LINK,15.9396,17.99,15.33,17.9804,13484717.13
Chainlink,15/01/2021,LINK,17.9888,21.4533,17.5355,20.7375,38649175.6
Chainlink,16/01/2021,LINK,20.7405,22.96,19.628,20.1054,27884173.39
Chainlink,17/01/2021,LINK,20.1003,23.767,19.3729,23.2819,21794612.18
Chainlink,18/01/2021,LINK,23.2676,23.6862,21.06,22.0336,13781943.03
Chainlink,19/01/2021,LINK,22.0325,22.8564,20.3774,20.5557,10968890.7
Chainlink,20/01/2021,LINK,20.5437,21.9788,19.0645,21.8482,12454231.89
Chainlink,21/01/2021,LINK,21.8421,22.0307,18.0611,18.4119,14637366.25
Chainlink,22/01/2021,LINK,18.4109,22.4997,17.1269,21.5519,17060778.1
Chainlink,23/01/2021,LINK,21.5467,25.5,21.14,24.8046,19024881.67
Chainlink,24/01/2021,LINK,24.8168,24.953,23.1612,24.7935,11910682.71
Chainlink,25/01/2021,LINK,24.7912,25.7824,22.6,23.3418,12581468.33
Chainlink,26/01/2021,LINK,23.3418,23.9761,21.65,23.0981,8984444.57
Chainlink,27/01/2021,LINK,23.0914,23.2295,20.2767,20.9586,10837677.2
Chainlink,28/01/2021,LINK,20.9586,24.4716,20.501,23.0145,11205369.43
Chainlink,29/01/2021,LINK,22.9869,24.24,22.045,22.748,11638550.99
Chainlink,30/01/2021,LINK,22.748,23.98,22.1534,23.6399,7393324.48
Chainlink,31/01/2021,LINK,23.6491,24.678,22.0603,22.5613,7645210.89
Chainlink,01/02/2021,LINK,22.5643,23.2,21.6526,22.8757,6446970.41
Chainlink,02/02/2021,LINK,22.8752,24.1693,22.7354,23.6582,6484871.27
Chainlink,03/02/2021,LINK,23.6578,25.5674,23.5318,25.087,8466371.72
Chainlink,04/02/2021,LINK,25.0814,26.15,22.6174,24.492,8646387.1
Chainlink,05/02/2021,LINK,24.4841,27,24.4081,26.3034,10000326.58
Chainlink,06/02/2021,LINK,26.3023,26.8,24.2081,25.0231,7063684.91
Chainlink,07/02/2021,LINK,25.0336,25.2836,22.81,24.7254,6514277.3
Chainlink,08/02/2021,LINK,24.7335,25.98,23.9587,25.4115,7026903.54
Chainlink,09/02/2021,LINK,25.407,28,25,27.6034,9472870.32
Chainlink,10/02/2021,LINK,27.615,28.6412,25.1227,26.8121,11721097.14
Chainlink,11/02/2021,LINK,26.8,28.5705,26.2172,27.8475,6660619.1
Chainlink,12/02/2021,LINK,27.8645,31.4485,26.6746,30.6265,9762295.77
Chainlink,13/02/2021,LINK,30.6404,34.7573,29.07,34.1941,11028490.78
Chainlink,14/02/2021,LINK,34.1969,35.6945,32.3088,33.1565,9440094.38
Chainlink,15/02/2021,LINK,33.1555,34.9252,27.5,32.5899,10844636.76
Chainlink,16/02/2021,LINK,32.5853,33.4269,30.784,31.9632,7062989.71
Chainlink,17/02/2021,LINK,31.963,32.6705,30,32.2324,5680522.18
Chainlink,18/02/2021,LINK,32.2256,33.5961,31.7785,32.4801,5452990.6
Chainlink,19/02/2021,LINK,32.4727,35.5072,31.3799,34.6846,8412150.64
Chainlink,20/02/2021,LINK,34.6846,36.9307,32,33.9387,10078348.9
Chainlink,21/02/2021,LINK,33.9293,35.2918,33.2712,34.0915,5179283.24
Chainlink,22/02/2021,LINK,34.0916,34.2185,25.2312,31.4542,13342706.36
Chainlink,23/02/2021,LINK,31.4482,31.6822,20.8088,25.9249,24333706.63
Chainlink,24/02/2021,LINK,25.9573,29.337,24.505,28.0851,11441037.71
Chainlink,25/02/2021,LINK,28.0737,28.6802,24.2509,24.7144,7925390.07
Chainlink,26/02/2021,LINK,24.7144,26.9906,23.6574,25.1862,9141896.37
Chainlink,27/02/2021,LINK,25.165,27.4472,24.8545,26.1896,7629090.66
Chainlink,28/02/2021,LINK,26.1941,26.7624,22.8578,24.7016,7913084.04
Chainlink,01/03/2021,LINK,24.6954,27.7326,24.5758,27.7116,12300905.73
Chainlink,02/03/2021,LINK,27.7187,30.5251,27.1757,28.4769,9716494.53
Chainlink,03/03/2021,LINK,28.464,31.43,28.1272,29.85,6863848.85
Chainlink,04/03/2021,LINK,29.8334,30.5731,27.1891,27.6943,6809212.29
Chainlink,05/03/2021,LINK,27.6856,28.2338,25.6483,27.8343,5835770.65
Chainlink,06/03/2021,LINK,27.8195,28.3985,26.2889,28.1479,3809103.37
Chainlink,07/03/2021,LINK,28.1608,29.1258,27.3859,28.5932,4599258.02
Chainlink,08/03/2021,LINK,28.5918,31.8469,28.2652,31.8469,7181496.7
Chainlink,09/03/2021,LINK,31.8227,32,30.3639,31.4914,5209845.28
Chainlink,10/03/2021,LINK,31.4914,31.7934,29.2545,29.9036,4916671.7
Chainlink,11/03/2021,LINK,29.8743,30.5285,28.5516,30.1166,5079711.85
Chainlink,12/03/2021,LINK,30.1227,30.411,27.3717,28.3553,4815001.06
Chainlink,13/03/2021,LINK,28.3523,30.57,26.9326,29.7384,5690169.1
Chainlink,14/03/2021,LINK,29.7506,30.2,28.5108,28.5469,3148221.83
Chainlink,15/03/2021,LINK,28.531,29.4217,26.8,27.5091,5267823.29
Chainlink,16/03/2021,LINK,27.5006,28.1883,26.3975,27.9099,3775086.95
Chainlink,17/03/2021,LINK,27.91,31.2,27.3027,31.0579,8170703.32
Chainlink,18/03/2021,LINK,31.0579,31.3588,29,29.3949,4993129.5
Chainlink,19/03/2021,LINK,29.3929,30.551,28.6802,29.777,3576087.99
Chainlink,20/03/2021,LINK,29.7866,31.4325,29.5701,29.6465,3370847.33
Chainlink,21/03/2021,LINK,29.6564,30.08,28.5817,29.2097,2589005.21
Chainlink,22/03/2021,LINK,29.2117,29.4444,27.1362,27.2431,3569707.65
Chainlink,23/03/2021,LINK,27.2551,27.9351,26.6283,26.7813,3697991.34
Chainlink,24/03/2021,LINK,26.7831,27.8814,23.61,24.8684,5130184.12
Chainlink,25/03/2021,LINK,24.8679,26.6401,24.3665,25.535,5165569.26
Chainlink,26/03/2021,LINK,25.53,27.4,25.3591,27.3927,4214750.51
Chainlink,27/03/2021,LINK,27.3988,27.4982,26.003,26.8766,2033830.6
Chainlink,28/03/2021,LINK,26.8765,27.6624,26.0889,26.6588,2209824.35
Chainlink,29/03/2021,LINK,26.6576,28.6203,26.3886,28.0357,3631401.63
Chainlink,30/03/2021,LINK,28.0356,28.5735,27.446,27.8301,2522498.95
Chainlink,31/03/2021,LINK,27.83,29.4401,26.18,29.4167,4354539.16
Chainlink,01/04/2021,LINK,29.4168,31.125,29.3143,30.0684,5441691.37
Chainlink,02/04/2021,LINK,30.0808,32.5555,29.361,32.4864,4541298.12
Chainlink,03/04/2021,LINK,32.4867,33.1707,29.1256,29.293,5352533.08
Chainlink,04/04/2021,LINK,29.293,31.4643,28.6801,30.7471,3036730.2
Chainlink,05/04/2021,LINK,30.7473,32.6399,29.6179,32.3791,5116263.33
Chainlink,06/04/2021,LINK,32.3791,34.9,31.3074,34.725,8893492.94
Chainlink,07/04/2021,LINK,34.7295,35.12,30.2286,31.109,7354475.72
Chainlink,08/04/2021,LINK,31.1008,32.8999,30.9466,32.7884,3548631.28
Chainlink,09/04/2021,LINK,32.787,33.2876,31.2348,31.5893,3146093.79
Chainlink,10/04/2021,LINK,31.5961,33,31,31.8944,3548018.58
Chainlink,11/04/2021,LINK,31.898,34.4397,31.7283,33.8811,4950189.88
Chainlink,12/04/2021,LINK,33.8811,34.1468,31.8601,33.108,4114028.73
Chainlink,13/04/2021,LINK,33.1023,35.8645,32.3842,35.5217,6101006.72
Chainlink,14/04/2021,LINK,35.5416,41.9901,35,41.3641,14042147.72
Chainlink,15/04/2021,LINK,41.3371,44.33,39.6638,42.5601,12590877.74
Chainlink,16/04/2021,LINK,42.5654,43.2902,38.5273,41.9861,9660045.35
Chainlink,17/04/2021,LINK,41.9797,44.1116,39.8304,39.9137,6767640.23
Chainlink,18/04/2021,LINK,39.9135,40.3436,28.8,39.0799,16201648.58
Chainlink,19/04/2021,LINK,39.0858,41.99,34.8144,35.7359,13081158.33
Chainlink,20/04/2021,LINK,35.7504,39.3901,33.1933,38.9954,12155649.58
Chainlink,21/04/2021,LINK,38.9983,39.4872,35.8933,36.2274,7984885.79
Chainlink,22/04/2021,LINK,36.2364,40.82,33.7859,35.1306,14019133.9
Chainlink,23/04/2021,LINK,35.1256,35.9643,30.02,35.2121,15422132.24
Chainlink,24/04/2021,LINK,35.2121,35.3033,31,31.2443,6655452.01
Chainlink,25/04/2021,LINK,31.237,33.432,29.801,31.692,4590476.743
Chainlink,26/04/2021,LINK,31.69,35.275,31.363,35.13,6660309.239
Chainlink,27/04/2021,LINK,35.112,37.665,34.483,36.788,5463142.477
Chainlink,28/04/2021,LINK,36.786,37.808,34.901,36.233,5219076.553
Chainlink,29/04/2021,LINK,36.253,37.45,35,36.467,5148499.846
Chainlink,30/04/2021,LINK,36.465,38.79,35.827,38.1,5295313.708
Chainlink,01/05/2021,LINK,38.101,41.27,37.428,41.257,5227786.221
Chainlink,02/05/2021,LINK,41.249,41.46,38.69,39.461,5208051.325
Chainlink,03/05/2021,LINK,39.461,42.728,39.166,42.052,6029697.571
Chainlink,04/05/2021,LINK,42.06,48.54,38.634,45.527,19637684.71
Chainlink,05/05/2021,LINK,45.508,51.2,44.865,49.575,16873790.9
Chainlink,06/05/2021,LINK,49.576,49.9,45.343,47.154,9895004.189
Chainlink,07/05/2021,LINK,47.148,51.969,45.666,49.129,10599319.11
Chainlink,08/05/2021,LINK,49.134,50.265,46.5,48.597,5902382.664
Chainlink,09/05/2021,LINK,48.607,52.426,45.83,52.269,8601375.485
Chainlink,10/05/2021,LINK,52.277,53,40.7,46.334,11459163.62
Chainlink,11/05/2021,LINK,46.326,49,44.576,48.826,7532480.798
Chainlink,12/05/2021,LINK,48.805,49.836,40.914,41.622,8304570.51
Chainlink,13/05/2021,LINK,41.541,44.958,39.227,43.287,10978718.59
Chainlink,14/05/2021,LINK,43.273,47.875,42.935,46.567,6310269.001
Chainlink,15/05/2021,LINK,46.558,47.8,40.975,41.492,9858340.364
Chainlink,16/05/2021,LINK,41.512,44.901,37.944,40.67,9820375.699
Chainlink,17/05/2021,LINK,40.662,40.674,35.068,37.177,10672040.79
Chainlink,18/05/2021,LINK,37.176,44.69,36.655,42.566,11237931.79
Chainlink,19/05/2021,LINK,42.555,43.5,21,26.227,30087569.96
Chainlink,20/05/2021,LINK,26.227,33.05,22.35,30.606,20474453.97
Chainlink,21/05/2021,LINK,30.633,31.945,22.019,25.546,16394437.61
Chainlink,22/05/2021,LINK,25.548,26.2,22.225,23.296,13176375.35
Chainlink,23/05/2021,LINK,23.293,24.368,15,19.844,28838486.25
Chainlink,24/05/2021,LINK,19.849,26.431,19.677,26.412,18781247.48
Chainlink,25/05/2021,LINK,26.4,27.644,23.673,27.503,13594283.82
Chainlink,26/05/2021,LINK,27.505,34.285,26.847,34.018,15626091.01
Chainlink,27/05/2021,LINK,34.03,35.334,30.033,31.732,14928881.51
Chainlink,28/05/2021,LINK,31.723,32.185,26.821,27.878,18329155.02
Chainlink,29/05/2021,LINK,27.872,29.734,24.12,25.365,11852877.57
Chainlink,30/05/2021,LINK,25.377,29.168,23.7,26.818,11581989.14
Chainlink,31/05/2021,LINK,26.813,32.159,25.555,32.098,11530173.54
Chainlink,01/06/2021,LINK,32.098,32.65,29.035,30.719,8541347.958
Chainlink,02/06/2021,LINK,30.729,32.218,29.669,30.67,6690371.855
Chainlink,03/06/2021,LINK,30.669,32.856,30,32.198,7153659.069
Chainlink,04/06/2021,LINK,32.199,32.267,27.172,28.826,11814359.67
Chainlink,05/06/2021,LINK,28.829,30.186,26.044,27.129,8061770.985
Chainlink,06/06/2021,LINK,27.127,28.19,26.818,27.532,4103120.692
Chainlink,07/06/2021,LINK,27.53,28.693,24.234,24.584,7596956.78
Chainlink,08/06/2021,LINK,24.574,25.098,21.334,24.076,12541378
Chainlink,09/06/2021,LINK,24.079,25.626,22.441,25.585,10774426.55
Chainlink,10/06/2021,LINK,25.589,25.78,22.721,23.114,8528580.189
Chainlink,11/06/2021,LINK,23.117,23.374,21,21.478,7708441.111
Chainlink,12/06/2021,LINK,21.475,22.287,20,21.67,8866594.23
Chainlink,13/06/2021,LINK,21.671,23.886,20.396,23.312,8518777.758
Chainlink,14/06/2021,LINK,23.314,25.28,22.837,24.973,8601439.911
Chainlink,15/06/2021,LINK,24.967,26.458,24.376,24.482,7591140.11
Chainlink,16/06/2021,LINK,24.48,24.64,22.918,23.044,7504910.032
Chainlink,17/06/2021,LINK,23.042,24.445,22.81,23.396,5252377.095
Chainlink,18/06/2021,LINK,23.401,23.425,20.526,21.233,6991986.015
Chainlink,19/06/2021,LINK,21.236,21.95,20,20.246,5051884.872
Chainlink,20/06/2021,LINK,20.263,22.071,19.077,21.646,6747456.736
Chainlink,21/06/2021,LINK,21.641,21.881,16.981,17.365,16334287.91
Chainlink,22/06/2021,LINK,17.357,18.797,15,16.85,19816152.57
Chainlink,23/06/2021,LINK,16.84,19.199,16.149,18.395,10955575.37
Chainlink,24/06/2021,LINK,18.393,19.525,17.352,19.06,6913929.289
Chainlink,25/06/2021,LINK,19.06,19.5,16.813,16.87,10064722.52
Chainlink,26/06/2021,LINK,16.872,17.495,15.92,16.952,8397555.9
Chainlink,27/06/2021,LINK,16.951,18.412,16.591,18.406,6672229.029
Chainlink,28/06/2021,LINK,18.407,19.434,17.902,18.83,7730969.378
Chainlink,29/06/2021,LINK,18.83,20.546,18.752,19.535,7920272.502
Chainlink,30/06/2021,LINK,19.531,19.776,18.149,19.516,7407061.566
Chainlink,01/07/2021,LINK,19.517,19.533,17.603,18.186,6081147.359
Chainlink,02/07/2021,LINK,18.184,18.523,17.256,18.274,5454370.72
Chainlink,03/07/2021,LINK,18.277,18.894,17.864,18.543,3457947.186
Chainlink,04/07/2021,LINK,18.543,19.925,18.002,19.242,4719545.203
Chainlink,05/07/2021,LINK,19.238,19.242,17.767,18.362,5293286.65
Chainlink,06/07/2021,LINK,18.364,20.271,18.317,20.073,8365971.342
Chainlink,07/07/2021,LINK,20.073,21.274,19.62,19.788,7382310.549
Chainlink,08/07/2021,LINK,19.786,19.873,18.138,18.353,7810651.198
Chainlink,09/07/2021,LINK,18.365,18.877,17.617,18.656,5274715.584
Chainlink,10/07/2021,LINK,18.656,18.988,17.734,18.204,4080693.184
Chainlink,11/07/2021,LINK,18.209,18.581,17.861,18.383,2750998.477
Chainlink,12/07/2021,LINK,18.382,18.609,17,17.518,3787713.432
Chainlink,13/07/2021,LINK,17.514,17.766,16.663,16.87,3654707.118
Chainlink,14/07/2021,LINK,16.873,17.419,16.014,16.936,5451319.438
Chainlink,15/07/2021,LINK,16.936,17.238,15.517,15.764,6244804.485
Chainlink,16/07/2021,LINK,15.764,16.33,15.125,15.234,5213696.453
Chainlink,17/07/2021,LINK,15.234,15.678,15.02,15.352,5177561.722
Chainlink,18/07/2021,LINK,15.352,16.078,15.155,15.47,3946695.121
Chainlink,19/07/2021,LINK,15.475,15.641,14.404,14.528,5829694.304
Chainlink,20/07/2021,LINK,14.529,14.783,13.384,13.742,7700512.325
Chainlink,21/07/2021,LINK,13.744,15.797,13.46,15.297,8493449.369
Chainlink,22/07/2021,LINK,15.3,16.176,14.961,16.071,5864766.171
Chainlink,23/07/2021,LINK,16.073,16.572,15.23,16.502,5208073.46
Chainlink,24/07/2021,LINK,16.507,17.132,16.307,16.683,5410931.847
Chainlink,25/07/2021,LINK,16.687,17.062,16.156,16.746,4708980.418
Chainlink,26/07/2021,LINK,16.745,19.958,16.662,18.028,14210837.67
Chainlink,27/07/2021,LINK,18.03,19.58,17.602,19.489,8327513.617
Chainlink,28/07/2021,LINK,19.483,19.987,18.611,19.109,7596790.315
Chainlink,29/07/2021,LINK,19.106,19.472,18.608,19.37,4161840.776
Chainlink,30/07/2021,LINK,19.372,22.666,18.823,22.269,12896563.78
Chainlink,31/07/2021,LINK,22.269,23.375,21.266,22.713,7637055.914
Chainlink,01/08/2021,LINK,22.722,23.94,21.789,22.062,8728644.337
Chainlink,02/08/2021,LINK,22.065,23.975,21.401,23.472,7225124.74
Chainlink,03/08/2021,LINK,23.474,24.431,22.039,23.942,9465472.392
Chainlink,04/08/2021,LINK,23.942,25,22.869,24.193,8225660.808
Chainlink,05/08/2021,LINK,24.188,24.335,22.468,24.057,7144781.467
Chainlink,06/08/2021,LINK,24.051,24.391,22.996,23.89,7433704.425
Chainlink,07/08/2021,LINK,23.889,25.157,23.626,24.694,6218217.158
Chainlink,08/08/2021,LINK,24.688,24.946,22.565,23.029,5179399.165
Chainlink,09/08/2021,LINK,23.026,24.691,22.072,24.197,5994876.946
Chainlink,10/08/2021,LINK,24.198,25.518,23.736,24.537,6592102.333
Chainlink,11/08/2021,LINK,24.536,27.313,24.459,25.906,7843592.877
Chainlink,12/08/2021,LINK,25.902,26.902,24.085,24.944,6385288.818
Chainlink,13/08/2021,LINK,24.941,27.771,24.715,27.748,4895829.581
Chainlink,14/08/2021,LINK,27.748,27.955,26.371,27.144,5869978.184
Chainlink,15/08/2021,LINK,27.139,27.983,25.901,27.901,4492523.836
Chainlink,16/08/2021,LINK,27.901,30.51,27.638,27.944,9364186.799
Chainlink,17/08/2021,LINK,27.95,30.299,25.881,26.146,9870163.634
Chainlink,18/08/2021,LINK,26.145,26.922,24.847,25.341,8437887.642
Chainlink,19/08/2021,LINK,25.341,27.132,24.479,27.096,7978787.57
Chainlink,20/08/2021,LINK,27.101,29.048,26.647,28.678,6765096.705
Chainlink,21/08/2021,LINK,28.681,29.156,27.648,27.844,5165729.464
Chainlink,22/08/2021,LINK,27.85,28.663,26.785,27.982,4266944.356
Chainlink,23/08/2021,LINK,27.981,29.3,27.78,28.552,6106352.511
Chainlink,24/08/2021,LINK,28.556,28.923,25.712,25.728,6394087.605
Chainlink,25/08/2021,LINK,25.728,26.879,25.279,26.612,5810278.155
Chainlink,26/08/2021,LINK,26.612,26.94,23.88,24.39,5809610.757
Chainlink,27/08/2021,LINK,24.38,26.14,24,26.04,5116792.068
Chainlink,28/08/2021,LINK,26.05,26.2,25.36,25.73,2939678.44
Chainlink,29/08/2021,LINK,25.74,26.57,25.14,25.76,3384982.599
Chainlink,30/08/2021,LINK,25.77,26.49,24.3,25.04,4514605.77
Chainlink,31/08/2021,LINK,25.03,27.537,24.69,26.7,7673601.309
Chainlink,01/09/2021,LINK,26.7,29.81,26.09,29.72,8266693.87
Chainlink,02/09/2021,LINK,29.72,30.88,28.75,29.95,7084187.065
Chainlink,03/09/2021,LINK,29.95,31.75,29.05,30.75,6866886.796
Chainlink,04/09/2021,LINK,30.75,31.17,29.39,29.88,4242332.29
Chainlink,05/09/2021,LINK,29.89,33.61,29.54,33.55,5891988.187
Chainlink,06/09/2021,LINK,33.54,36.33,32.44,34.81,10355273.27
Chainlink,07/09/2021,LINK,34.8,35.34,23.79,28.26,22716428.31
